BillNumber,BillDate,DueDate,VendorID,VendorName,Source,PaymentTerms,CurrencySymbol,SubTotal,Total,Balance,CreatedTime,LineItemID,ItemID,SKU,ItemName,Description,Quantity,Unit,Rate,ItemTotal,CustomerID,CustomerName,,,,,,
369,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,133.92,133.92,0,49:34.0,3.69556E+18,3.69556E+18,SKU116LM,Rape,No Description,4,unit,16.74,66.96,3.69556E+18,Freshbake Waddington,,,,,,
369,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,133.92,133.92,0,49:34.0,3.69556E+18,3.69556E+18,SKU161EI,Cabbage (Chinese),No Description,4,unit,16.74,66.96,3.69556E+18,Freshbake Waddington,,,,,,
1125,12/30/2024,1/13/2025,3.69556E+18,R & R Meats,Client,14,ZMW,797.5,797.5,0,05:48.0,3.69556E+18,3.69556E+18,SKU538RS,Chicken (Whole),No Description,11,unit,72.5,797.5,3.69556E+18,Freshbake Waddington,,,,,,
26600,12/30/2024,1/13/2025,3.69556E+18,Foodies Enterprise Zambia Ltd,Client,14,ZMW,19200,19200,19200,21:15.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,No Description,120,kg,160,19200,3.69556E+18,Granddaddy's,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU102XY,Bell Peppers (Yellow),No Description,20,unit,60.45,1209,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU121QR,Parsley,No Description,5,unit,16.74,83.7,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU125UV,Cauliflower,No Description,15,unit,75,1125,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU182ZA,Eggplant,No Description,20,unit,13.95,279,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU187EF,Cucumbers,No Description,40,unit,14.88,595.2,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,30,unit,17.67,530.1,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU202TU,Beans (Green),No Description,15,unit,23.25,348.75,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,No Description,25,unit,27.9,697.5,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU267GH,Onions (White),No Description,5,unit,167.4,837,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU300NO,Butternut Squash,No Description,7,unit,37.5,262.5,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU317EF,Broccoli,No Description,15,unit,75,1125,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU369EF,Onions (Spring),No Description,5,unit,16.74,83.7,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU489GT,Ginger,No Description,3,unit,74.4,223.2,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU855WX,Herbs (Chives),No Description,5,unit,16.74,83.7,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU967KL,Eggs (Chicken),No Description,20,unit,86.49,1729.8,3.69556E+18,Newrest,,,,,,
231,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,11026.65,11026.65,0,30:12.0,3.69556E+18,3.69556E+18,SKU98TU,Bell Peppers (Red),No Description,30,unit,60.45,1813.5,3.69556E+18,Newrest,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU08HK,Strawberries,No Description,1,unit,55.8,55.8,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU102XY,Bell Peppers (Yellow),No Description,7,unit,60.45,423.15,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU125UV,Cauliflower,No Description,36,unit,60.45,2176.2,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU146PQ,Spinach,No Description,4,unit,13.95,55.8,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU187EF,Cucumbers,No Description,25,unit,14.88,372,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,55.7,unit,17.67,984.22,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU225QR,Baby Marrow,No Description,10,unit,23.25,232.5,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU229UX,Chilli (Red),No Description,1,unit,32.55,32.55,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU22VW,Pineapple,No Description,6,unit,27.9,167.4,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,No Description,30,unit,27.9,837,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU267GH,Onions (White),No Description,4,unit,167.4,669.6,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU300NO,Butternut Squash,No Description,5,unit,27.9,139.5,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU317EF,Broccoli,No Description,35,unit,60.45,2115.75,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU403MN,Apples (Granny Smith),No Description,2,unit,52.08,104.16,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU453KL,Grapes (Red),No Description,1,unit,139.5,139.5,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU484PQ,Limes,No Description,30,unit,116.25,3487.5,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU489GT,Ginger,No Description,2,unit,74.4,148.8,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,No Description,14,kg,183,2562,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU562BS,Garlic,No Description,2,unit,167.4,334.8,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU846NO,Herbs (Basil),No Description,2,unit,16.74,33.48,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU96RS,Bell Peppers (Green),No Description,7,unit,16.74,117.18,3.69556E+18,Flame,,,,,,
373,12/30/2024,1/13/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,15612.04,15612.04,0,27:26.0,3.69556E+18,3.69556E+18,SKU98TU,Bell Peppers (Red),No Description,7,unit,60.45,423.15,3.69556E+18,Flame,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU146PQ,Spinach,per kg,19,unit,13.95,265.05,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
281224,12/28/2024,1/4/2025,3.69556E+18,Nawa Nawa Farm,Client,7,ZMW,79704,79704,79704,34:37.0,3.69556E+18,3.69556E+18,SKUHAANU,Pigs (Baconers),No Description,656.6,unit,60,39396,3.69556E+18,R & R Meats,,,,,,
281224,12/28/2024,1/4/2025,3.69556E+18,Nawa Nawa Farm,Client,7,ZMW,79704,79704,79704,34:37.0,3.69556E+18,3.69556E+18,SKUHAFSE,Pigs (Porkers),No Description,671.8,unit,60,40308,3.69556E+18,R & R Meats,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU98TU,Bell Peppers (Red),No Description,4,unit,60.45,241.8,3.69556E+18,Cozy Zambia,,,,,,
362,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,894.85,894.85,0,51:34.0,3.69556E+18,3.69556E+18,SKU06FG,Oranges,No Description,2.2,unit,52.08,114.58,3.69556E+18,Flame,,,,,,
362,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,894.85,894.85,0,51:34.0,3.69556E+18,3.69556E+18,SKU121QR,Parsley,No Description,2,unit,16.74,33.48,3.69556E+18,Flame,,,,,,
1122,12/28/2024,1/11/2025,3.69556E+18,R & R Meats,Client,14,ZMW,10674.2,10674.2,0,11:06.0,3.69556E+18,3.69556E+18,SKU269DL,Goat Meat (Breast),per kg,100.7,unit,106,10674.2,3.69556E+18,ASF Zambia Hotel Holding T/A,,,,,,
367,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1281,1281,0,13:17.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,per 10kg bag ,7,kg,183,1281,3.69556E+18,Flame,,,,,,
230,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,6846,6846,0,17:28.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,per bag ,42,kg,163,6846,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU102XY,Bell Peppers (Yellow),No Description,30,unit,60.45,1813.5,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU121QR,Parsley,No Description,7,unit,16.74,117.18,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU125UV,Cauliflower,No Description,15,unit,60.45,906.75,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU141KA,Cabbage (White),No Description,5,unit,18.6,93,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU182ZA,Eggplant,No Description,10,unit,13.95,139.5,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,30,unit,17.67,530.1,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,No Description,30,unit,27.9,837,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU300NO,Butternut Squash,No Description,14,unit,37.2,520.8,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU317EF,Broccoli,No Description,4,unit,60.45,241.8,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU967KL,Eggs (Chicken),No Description,40,unit,86.49,3459.6,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU96RS,Bell Peppers (Green),No Description,10,unit,16.74,167.4,3.69556E+18,Newrest,,,,,,
228,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,10640.13,10640.13,0,42:14.0,3.69556E+18,3.69556E+18,SKU98TU,Bell Peppers (Red),No Description,30,unit,60.45,1813.5,3.69556E+18,Newrest,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU102XY,Bell Peppers (Yellow),No Description,4,unit,60.45,241.8,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU121QR,Parsley,per bunch ,20,unit,16.74,334.8,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU141KA,Cabbage (White),No Description,10,unit,18.6,186,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,per kg,20,unit,17.67,353.4,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,No Description,6,unit,27.9,167.4,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU236BC,Celery,per bunch ,1,unit,23.25,23.25,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU267GH,Onions (White),No Description,1,unit,167.4,167.4,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU299MN,Mint (Fresh),per bunch ,8,unit,16.74,133.92,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU314BC,Lettuce (Iceberg),per head,12,unit,13.95,167.4,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU317EF,Broccoli,No Description,1,unit,60.45,60.45,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU369VH,Herbs (Rocket),per bunch ,8,unit,16.74,133.92,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU40NO,Avocado,per kg,5,unit,37.2,186,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU846NE,Radish,per bunch,4,unit,23.25,93,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU850RS,Herbs (Rosemary),per bunch ,2,unit,16.74,33.48,3.69556E+18,Cozy Zambia,,,,,,
361,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2758.38,2758.38,0,32:55.0,3.69556E+18,3.69556E+18,SKU851ST,Herbs (Thyme),per bunch ,2,unit,16.74,33.48,3.69556E+18,Cozy Zambia,,,,,,
362,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,894.85,894.85,0,51:34.0,3.69556E+18,3.69556E+18,SKU247MN,Mushrooms (Oyster),No Description,6.4,unit,74.4,476.16,3.69556E+18,Flame,,,,,,
362,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,894.85,894.85,0,51:34.0,3.69556E+18,3.69556E+18,SKU314BC,Lettuce (Iceberg),No Description,5,unit,13.95,69.75,3.69556E+18,Flame,,,,,,
362,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,894.85,894.85,0,51:34.0,3.69556E+18,3.69556E+18,SKU855WX,Herbs (Chives),No Description,2,unit,16.74,33.48,3.69556E+18,Flame,,,,,,
362,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,894.85,894.85,0,51:34.0,3.69556E+18,3.69556E+18,SKU867IJ,Spices (Coriander),No Description,10,unit,16.74,167.4,3.69556E+18,Flame,,,,,,
364,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,168.52,168.52,0,12:28.0,3.69556E+18,3.69556E+18,SKU187EF,Cucumbers,per kg,1.2,unit,24.18,29.02,3.69556E+18,Urban Yard,,,,,,
364,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,168.52,168.52,0,12:28.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,per kg ,5,unit,27.9,139.5,3.69556E+18,Urban Yard,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU102XY,Bell Peppers (Yellow),No Description,30,unit,60.45,1813.5,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU121QR,Parsley,per bunch ,10,unit,16.74,167.4,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7714.35,7714.35,7714.35,34:27.0,3.69556E+18,3.69556E+18,SKU146PQ,Spinach,per bunch ,12,unit,13.95,167.4,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,per kg,150,unit,17.67,2650.5,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU289CD,Beetroot (Red),per kg,39,unit,27.9,1088.1,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU299MN,Mint (Fresh),per bunch ,10,unit,16.74,167.4,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU314BC,Lettuce (Iceberg),per head,27,unit,13.95,376.65,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU324SNB,Spinach (Baby ),per bunch ,10,unit,16.74,167.4,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU369VH,Herbs (Rocket),per bunch ,10,unit,16.74,167.4,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU56MN,Potatoes (sweet),per kg,30,unit,23.25,697.5,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU846NO,Herbs (Basil),per bunch ,5,unit,16.74,83.7,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
227,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,7812,7812,0,34:27.0,3.69556E+18,3.69556E+18,SKU850RS,Herbs (Rosemary),per bunch ,10,unit,16.74,167.4,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
363,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,547.77,547.77,0,10:09.0,3.69556E+18,3.69556E+18,SKU187EF,Cucumbers,No Description,1,unit,24.18,24.18,3.69556E+18,Vida E Cafe Zambezi,,,,,,
363,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,547.77,547.77,0,10:09.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,5,unit,17.67,88.35,3.69556E+18,Vida E Cafe Zambezi,,,,,,
363,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,547.77,547.77,0,10:09.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,No Description,1,unit,27.9,27.9,3.69556E+18,Vida E Cafe Zambezi,,,,,,
363,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,547.77,547.77,0,10:09.0,3.69556E+18,3.69556E+18,SKU314BC,Lettuce (Iceberg),No Description,2,unit,13.95,27.9,3.69556E+18,Vida E Cafe Zambezi,,,,,,
363,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,547.77,547.77,0,10:09.0,3.69556E+18,3.69556E+18,SKU369EF,Onions (Spring),No Description,1,unit,16.74,16.74,3.69556E+18,Vida E Cafe Zambezi,,,,,,
363,12/28/2024,1/11/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,547.77,547.77,0,10:09.0,3.69556E+18,3.69556E+18,SKU867IJ,Spices (Coriander),No Description,1,unit,16.74,16.74,3.69556E+18,Vida E Cafe Zambezi,,,,,,
